Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID
"plastic, paper, fastfood, jackinthebox",33.99856997/-117.36179058,-117.3617906,33.99856997,Site 6,stanley-7,07/11/2018 02:03:26 GMT,11/7/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/07/22a2f2e3-3486-35ea-8f0b-ae4873290449-101265/180x180.jpg,2137349,paper,paper,food container,foodwrappersorcontainers,jack in the box,Jack in the Box,605,Jack in the Box,11982.533,483.1,11.2,Mixed,2,Yes,301.04,92902,70270,95-100,? 2nd and 4th Friday am? Area not colored on map.,3273473,6065030104
,34.0041271/-117.3543758,-117.3543758,34.0041271,Site 7B,wincowger,23/03/2020 09:22:24 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002187098.jpg,5450223,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,black and mild,Black & Mild,1149,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040329/-117.3541783,-117.3541783,34.0040329,Site 7B,wincowger,23/03/2020 09:22:52 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002191385.jpg,5450224,paper,paper,cardboard,cardboard,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040348/-117.3541965,-117.3541965,34.0040348,Site 7B,wincowger,23/03/2020 09:23:14 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002197506.jpg,5450225,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040468/-117.3543329,-117.3543329,34.0040468,Site 7B,wincowger,23/03/2020 09:23:29 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002203571.jpg,5450226,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040456/-117.3543217,-117.3543217,34.0040456,Site 7B,wincowger,23/03/2020 09:23:38 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002211212.jpg,5450227,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039967/-117.3541973,-117.3541973,34.0039967,Site 7B,wincowger,23/03/2020 09:23:54 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002217177.jpg,5450228,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040703/-117.354382,-117.354382,34.0040703,Site 7B,wincowger,23/03/2020 09:24:15 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002224542.jpg,5450229,cloth,cloth,garden mesh,largedebrisitems,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040437/-117.3544065,-117.3544065,34.0040437,Site 7B,wincowger,23/03/2020 09:25:06 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002231463.jpg,5450231,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040549/-117.3544254,-117.3544254,34.0040549,Site 7B,wincowger,23/03/2020 09:25:23 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002238681.jpg,5450232,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040891/-117.3544976,-117.3544976,34.0040891,Site 7B,wincowger,23/03/2020 09:25:35 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002245198.jpg,5450233,organic,organic,banana,food,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.004095/-117.3545201,-117.3545201,34.004095,Site 7B,wincowger,23/03/2020 09:25:49 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002253295.jpg,5450234,plastic,plastic,unknown wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040907/-117.3545104,-117.3545104,34.0040907,Site 7B,wincowger,23/03/2020 09:26:02 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002260025.jpg,5450235,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040724/-117.3544992,-117.3544992,34.0040724,Site 7B,wincowger,23/03/2020 09:26:09 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002269172.jpg,5450236,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040273/-117.3544975,-117.3544975,34.0040273,Site 7B,wincowger,23/03/2020 09:26:22 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002276915.jpg,5450237,paper,paper,tobacco packaging,tobaccopackaging&wrappers,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040076/-117.3544907,-117.3544907,34.0040076,Site 7B,wincowger,23/03/2020 09:26:31 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002284584.jpg,5450238,paper,paper,gum packaging,foodwrappersorcontainers,5,5,814,Mars Incorporated,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040226/-117.3544736,-117.3544736,34.0040226,Site 7B,wincowger,23/03/2020 09:26:42 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002289578.jpg,5450239,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040226/-117.3544736,-117.3544736,34.0040226,Site 7B,wincowger,23/03/2020 09:26:55 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002295531.jpg,5450240,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039797/-117.354495,-117.354495,34.0039797,Site 7B,wincowger,23/03/2020 09:27:02 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002302338.jpg,5450241,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040344/-117.3545112,-117.3545112,34.0040344,Site 7B,wincowger,23/03/2020 09:27:47 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002317161.jpg,5450243,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040344/-117.3545112,-117.3545112,34.0040344,Site 7B,wincowger,23/03/2020 09:27:56 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002323983.jpg,5450244,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040276/-117.3545047,-117.3545047,34.0040276,Site 7B,wincowger,23/03/2020 09:28:14 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002333075.jpg,5450245,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040489/-117.3546451,-117.3546451,34.0040489,Site 7B,wincowger,23/03/2020 09:28:50 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002341369.jpg,5450246,rubber,rubber,band,rubberbands,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040573/-117.3547113,-117.3547113,34.0040573,Site 7B,wincowger,23/03/2020 09:29:06 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002348285.jpg,5450247,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.004031/-117.3547473,-117.3547473,34.004031,Site 7B,wincowger,23/03/2020 09:29:22 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002360621.jpg,5450249,plastic,plastic,bottle cap,bottlecaps,powerade,PowerAde,1427,The Coca-Cola Company,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039908/-117.3545215,-117.3545215,34.0039908,Site 7B,wincowger,23/03/2020 09:29:32 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002367719.jpg,5450250,plastic,plastic,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039908/-117.3545215,-117.3545215,34.0039908,Site 7B,wincowger,23/03/2020 09:29:40 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002375985.jpg,5450251,plastic,plastic,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040476/-117.3546066,-117.3546066,34.0040476,Site 7B,wincowger,23/03/2020 09:29:58 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002383842.jpg,5450252,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039936/-117.3545332,-117.3545332,34.0039936,Site 7B,wincowger,23/03/2020 09:30:09 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002389710.jpg,5450253,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040303/-117.3546372,-117.3546372,34.0040303,Site 7B,wincowger,23/03/2020 09:30:29 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002395262.jpg,5450254,plastic,plastic,drink lids,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0040303/-117.3546372,-117.3546372,34.0040303,Site 7B,wincowger,23/03/2020 09:30:29 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002395262.jpg,5450254,plastic,plastic,straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039977/-117.3545976,-117.3545976,34.0039977,Site 7B,wincowger,23/03/2020 09:31:02 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002407968.jpg,5450255,plastic,plastic,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038958/-117.3549766,-117.3549766,34.0038958,Site 7B,wincowger,23/03/2020 09:31:15 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002416700.jpg,5450256,paper,paper,label,napkins,dickies,dickies,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039034/-117.3549067,-117.3549067,34.0039034,Site 7B,wincowger,23/03/2020 09:31:39 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002422361.jpg,5450257,plastic,plastic,bottle,bottles&jars,vitawa,vitawa,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038155/-117.3549234,-117.3549234,34.0038155,Site 7B,wincowger,23/03/2020 09:32:22 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002431650.jpg,5450258,plastic,plastic,lightbulb,"lightglobes:bulbs,etc",,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003818/-117.3550155,-117.3550155,34.003818,Site 7B,wincowger,23/03/2020 09:32:36 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585002449411.jpg,5450259,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038136/-117.3550959,-117.3550959,34.0038136,Site 7B,wincowger,23/03/2020 09:32:47 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003192713.jpg,5450349,plastic,plastic,food container lid,foodwrappersorcontainers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038007/-117.3550405,-117.3550405,34.0038007,Site 7B,wincowger,23/03/2020 09:34:26 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003217814.jpg,5450370,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038052/-117.3550841,-117.3550841,34.0038052,Site 7B,wincowger,23/03/2020 09:34:57 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003225060.jpg,5450378,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038453/-117.3550393,-117.3550393,34.0038453,Site 7B,wincowger,23/03/2020 09:35:04 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003236248.jpg,5450385,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038652/-117.3550351,-117.3550351,34.0038652,Site 7B,wincowger,23/03/2020 09:35:26 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003244097.jpg,5450390,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038898/-117.3550593,-117.3550593,34.0038898,Site 7B,wincowger,23/03/2020 09:35:51 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003261554.jpg,5450392,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039346/-117.3550687,-117.3550687,34.0039346,Site 7B,wincowger,23/03/2020 09:36:12 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003267027.jpg,5450393,paper,paper,food wrapper,foodwrappers,halls,Halls,953,Mondelez International,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038462/-117.3551419,-117.3551419,34.0038462,Site 7B,wincowger,23/03/2020 09:36:23 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003276750.jpg,5450394,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038275/-117.3551884,-117.3551884,34.0038275,Site 7B,wincowger,23/03/2020 09:36:33 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003286264.jpg,5450395,plastic,plastic,food label,"cups,foodtrays,foodwrappers,drinkcontainers",Courvoisier VSOP,courvoisier vsop,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003837/-117.3551631,-117.3551631,34.003837,Site 7B,wincowger,23/03/2020 09:36:46 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003294213.jpg,5450396,metal,metal,bottle cap,bottlecaps,smirnoff,Smirnoff,332,Diageo,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039188/-117.355178,-117.355178,34.0039188,Site 7B,wincowger,23/03/2020 09:36:52 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003299778.jpg,5450397,metal,metal,bottle cap,bottlecaps,corona extra,Corona,5429,Corona,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039188/-117.355178,-117.355178,34.0039188,Site 7B,wincowger,23/03/2020 09:36:52 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003299778.jpg,5450397,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039188/-117.355178,-117.355178,34.0039188,Site 7B,wincowger,23/03/2020 09:37:01 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003307716.jpg,5450398,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038533/-117.355163,-117.355163,34.0038533,Site 7B,wincowger,23/03/2020 09:37:10 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003316708.jpg,5450399,metal,metal,bottle cap,bottlecaps,mineragua,mineragua,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038533/-117.355163,-117.355163,34.0038533,Site 7B,wincowger,23/03/2020 09:37:17 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003322288.jpg,5450400,glass,glass,shard,fragments,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038262/-117.3550159,-117.3550159,34.0038262,Site 7B,wincowger,23/03/2020 09:37:35 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003329228.jpg,5450401,plastic,plastic,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037605/-117.3550517,-117.3550517,34.0037605,Site 7B,wincowger,23/03/2020 09:38:05 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003341791.jpg,5450403,glass,glass,shard,fragments,corona extra,Corona,5429,Corona,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037987/-117.3551394,-117.3551394,34.0037987,Site 7B,wincowger,23/03/2020 09:38:24 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003348842.jpg,5450404,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038014/-117.3551415,-117.3551415,34.0038014,Site 7B,wincowger,23/03/2020 09:38:52 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003355295.jpg,5450405,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003844/-117.3552112,-117.3552112,34.003844,Site 7B,wincowger,23/03/2020 09:39:05 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003363261.jpg,5450406,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,black and mild,Black & Mild,1149,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003844/-117.3552112,-117.3552112,34.003844,Site 7B,wincowger,23/03/2020 09:39:19 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003369478.jpg,5450407,,other,bottle,bottles&jars,E&J brandy,e&j brandy,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003844/-117.3552112,-117.3552112,34.003844,Site 7B,wincowger,23/03/2020 09:39:19 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003369478.jpg,5450407,metal,metal,bottle cap,bottlecaps,E&J brandy,e&j brandy,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038094/-117.3551625,-117.3551625,34.0038094,Site 7B,wincowger,23/03/2020 09:39:29 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003375252.jpg,5450408,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037889/-117.3552505,-117.3552505,34.0037889,Site 7B,wincowger,23/03/2020 09:39:54 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003385025.jpg,5450409,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037428/-117.3553125,-117.3553125,34.0037428,Site 7B,wincowger,23/03/2020 09:40:06 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003391240.jpg,5450410,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036424/-117.355321,-117.355321,34.0036424,Site 7B,wincowger,23/03/2020 09:40:51 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003396215.jpg,5450411,paper,paper,straw wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036259/-117.3552367,-117.3552367,34.0036259,Site 7B,wincowger,23/03/2020 09:41:03 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003404340.jpg,5450412,unknown,other,bottle,bottles&jars,new amsterdam,New Amsterdam,340,E&J Gallo Winery,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036259/-117.3552367,-117.3552367,34.0036259,Site 7B,wincowger,23/03/2020 09:41:03 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003404340.jpg,5450412,metal,metal,bottle cap,bottlecaps,new amsterdam,New Amsterdam,340,E&J Gallo Winery,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0035869/-117.3551942,-117.3551942,34.0035869,Site 7B,wincowger,23/03/2020 09:41:11 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003409715.jpg,5450413,plastic,plastic,food wrapper,foodwrappers,lays,Lays,1077,PepsiCo,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0035606/-117.355339,-117.355339,34.0035606,Site 7B,wincowger,23/03/2020 09:41:59 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003415405.jpg,5450414,paper,paper,takeout box,singlueusefoodcontainer,mcdonalds,McDonalds,922,McDonalds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0035606/-117.355339,-117.355339,34.0035606,Site 7B,wincowger,23/03/2020 09:42:07 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003423112.jpg,5450415,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0035936/-117.3553766,-117.3553766,34.0035936,Site 7B,wincowger,23/03/2020 09:42:55 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003430591.jpg,5450416,paper,paper,bag,bags,del taco,del taco,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
